명소 이름,개요,주소,Latitude,Longitude,문의,주차장,화장실,추천코스,전체코스,추천계절,휴무일,관람료,보조기기 대여,편의/부대시설,해설사,추천 대상,이동약자를 위한 안내
세계자동차-피아노박물관,"자동차를 테마로하는 대표적인 박물관으로 2008년 아시아 최초의 개인소장 자동차박물관으로 개관했다. 2019년 우리나라 최초의 개인소장 피아노박물관도 추가로 개관해서 함께 운영중이다. 박물관은 2층건물로 되어있으며 1층과 2층에 자동차전시관이 있으며 세계최초 휘발유 내연기관 자동차로 세계최초로 특허를받은 벤츠 패턴드 자동차를 비롯하여 전세계 단 6대밖에 없는 목재자동차인 힐만 스트레이트8 등 희귀하고 다양한 자동차들을 시대별로 만날볼수 있다. 피아노박물관은 2층에 있으며 세계적인 조각가 오귀스트 로댕이 조각한 전 세계 단 한 대뿐인 피아노와 24K 황금으로 100% 수제제작된  피아노가 있으며 베토벤,쇼팽,하이든 등의 음악가들의 피아노와 얽힌 특별한 스토리등을 담은 다양한 피아노 예술픔을 만날 수 있다. 실내에서 음악체험관과 오르골만들기 체험, 1층야외에서 체험할수 있는 어린이 교통체험장이 있고 박물관이지만 야외에 동백정원과 우리나라 국토 최남단 마라도를 볼 수 있는 전망대 그리고 사슴광장에서 꽃사슴 먹이주기 체험, 곶자왈 생태탐방 숲길등 다양한 콘텐츠들로 사계절 볼거리와 즐길거리를 주는 박물관이다.",제주특별자치도 서귀포시 안덕면 중산간서로 1610,33.283212,126.3499189,064-792-3000,"세계자동차&피아노 박물관 주차장은 매표소쪽 일반주차장에 소형차량 100대, 전기차 4대 ,대형버스 7대의 주차공간이 있고 장애인 전용주차구역은 매표소를 지나 박물관앞에 주차면수 5면으로 조성되어 있다.","장애인 화장실: 있음, 구분: 남여구분, 위치: 박물관 1층 영상관 옆, 주변(대체)화장실:-/출입문 폭 80cm, 대변기~출입문 - 90cm / 대변기~ 정면 – 138cm /     대변기~벽 좌 – 20cm 우 - 52cm",주차장  -> 매표소 -> 박물관입구 -> 박물관1층 로비 -> 1층 영상관 -> 1층 자동차 전시관 -> 2층 전시관 진입 (휠체어 이용인은 엘레베이터 이용)  -> 2층 자동차 전시관  -> 2층 피아노박물관 -> 2층 음악체험장(오르골 만들기 체험장) -> 2층 전시관에서 1층 자동차 전시관 이동 (휠체어 이용인은 엘레베이터 이용) ->1층 자동차 전시관 -> 1층 차량분해 전시룸 -> 1층 기념품샵  -> 1층 로비 -> 사슴광장 -> 주차장,,,연중무휴 / 09:00 – 18:00 (입장마감 17시),"개인 - 성인 13,000원/청소년 12,000원/어린이 12,000원/군인,경로,장애인 10,000원 단체 - 성인 11,000원/청소년 10,000원/어린이 10,000원/군인,경로,장애인 9,000원",수동휠체어:2,자동심실제세동기:1,,,"매표소 주차장에서 출발해서 박물관가는길 중간에 경사 5도 ~ 10도 오르막길이 35m정도있어 수동휠체어 이용인,유아차,노약자는 주의가 필요하다.,박물관앞에 5대 주차가능한 장애인전용주차구역이 있어 해당차량은 이용할수 있다."
세계자연유산센터,"대한민국 최초 세계자연유산으로서의 상징성 확보, 유일한 유네스코 세계 자연유산으로서의 가치를 널리 알리기 위해 조성되었다. 유네스코 제주 세계자연유산센터에서 화산활동을 통해 생성된 제주 용암동굴, 한라산의 다양한 식생, 용암동굴, 미래의 자연유산등 제주자연의 숨결을 느끼고 경험 해 볼 수 있다. 또한 제주의 성장 과정과 역사적 배경을 잘 이해 할 수 있고, 왜 자연유산으로 남을 수 있었는지 이해할 수 있는 전시관이다.",제주 제주시 조천읍 선교로 569-36,33.4569963,126.7143064,064-710-6657,"세계자연유산센터에는 3군데 있으나, 세계자연유산센터 근처 주차장에 장애인 주차구역 4대, 일반주차 면수 46대 주차 가능하다.","장애인 화장실: 있음, 구분: 남여구분, 위치: 4D 영상관 오른쪽, 주변(대체)화장실:-/출입문 폭 82cm/자동문","주차장1(이해를 돕기 위해 주차장에 번호를 붙여 표시함) → 매표소 → 세계자연유산센터 입구 → 로비홀 → 상설전시실(일반적인 입구로 입장했을시 두걸음 “화산이 낳은땅,제주”에서 세걸음 “한라산의 숨소리룸”으로 진행하는 통로가 계단으로 되어 있어 상설전시실 일반적인 출구부분으로 입장하여야 함  → VR체험존 → 미래 세계자연유산제주 → 제주 해양생태계 → 조화가 빚어낸 예술, 용암동굴(바닥부분은 용암이 흐르는 모양을 조형물 처리하여 바닥이 울퉁불퉁함- 휠체어 이용자 주의를 요함) → 신비의 땅 검은오름  → 한라산의 숨소리룸에서 되돌아 나온다. → 4D 영상관 → 기획전시실 → 전망대 → 로비홀 → 본관 뒤쪽 산책로를 따라 주차장으로.",,,"매  일 09:00 ~ 18:00,휴관일 : 매월 첫째 화요일, 설날, 추석","개인 - 성인 3,000원/청소년,군인 2,000원/어린이 2,000원 단체 - 성인 2,400원/청소년 1,600원/어린이 1,600원","수동휠체어:2, 유아차:3",자동심실제세동기:1 전동휠체어 급속충전기:1,,,"장애인주차장에서 세계자연유산센터까지 바닥마감, 단차 등 불편함은 없다."
수목원테마파크-LED공원,"수목원테마파크는 각양각색의 볼거리를 제공함과 동시에 직접 참여하고 추억을 만들어 갈 수 있는 관광서비스를 제공하고 있다. ‘도심안의 작은 휴식처’라는 슬로건에 부합할 수 있도록 아이스뮤지엄, 5D영상관. VR관. 초콜릿, 아이스크림 체험관. 티셔츠그리기 체험관등 다양한 콘텐츠가 있고, 제주도에서 가장 오래되고 규모가 큰 소나무군락지에 ‘수목원 야시장’을 조성하여 운영하고 있다. 공원 주변에는 일반식당과 같은 먹거리들과 LED의 화려한 조명을 바라보며 산책할 수 있는 LED공원이 조성되어 있다.",제주특별자치도 제주시 은수길 69,33.4705937,126.4883601,064-783-2008,"본관 앞부분 주차장1과 뒷부분에 주차장2가 있고, 장애인 주차구역은 주차장1에  6대 가능하고, 일반차량 73대, 대형버스 31대, 전기차 충전소가 2대 설치되어 있다 (주차장1에서 주출입구로 진입시 주차장출구 턱 5cm 이 있다)","장애인 화장실: 있음, 구분: 남여구분, 위치: 수목원테마파크 실내 1층 오른쪽, 주변(대체)화장실:-/출입문 폭 103cm/자동문","주차장1 – 수목원테마파크 본관 실내(아이스뮤지엄, 5D 영상관, 3D 착시아트, 체험관등) - 수목원길(LED공원) -주차장",,,아이스 뮤지엄 09:00 ~ 21:00 (입장마감 20:00) LED 공원 09:00 ~ 22:00,"일반 성인 15,000원/청소년 14,000원/소인 14,000원 (그 외 사이트 참고)","수동휠체어:3, 유아차:3","자동제세동기:1, 승강기1",,,"수목원테마파크는 주차장에서 본관으로 진입시 주차장나오는 부분에 턱 5cm가 있으며,,수목원길 돌하르방길 진입시 바닥은 코에네트로 되어 있으며 오르막 6m/10도로 되어 있다."
아르떼뮤지엄,"10개의 미디어아트 전시공간으로 살아있는 것 같은 움직임에 변화하는 영상이 새로운 예술의 향연을 맛 본다. 아르떼 뮤지엄의 돋보적인 예술미는 아티스트, 수학자. 건축가, 엔지니어의 관계에서 태어난 창작, 더 나아가 인간과 자연의 경계를 허무는 팀 랩(teamLab)전시이다. 계절의 무관하게 실내를 관람할 수 있다.",제주시 애월읍 어림비로 478,33.3964708,126.3446147,064-710-6714,장애인 전용주차구역이 있으며 매표소로 바로 갈 수 있는 입구 앞에 위치 해 있다. 매표소까지는 약23m 경사로가 설치되어 있고 시각장애인을 위한 주출입구 연결 유도표시 선형블록이 설치되어 있다. 장애인주차구역 2개진입로 바로 앞에 위치하여 있다.,"장애인 화장실: 있음, 구분: 남여구분, 위치: ‘WORMHOLE’ 옆 통로, 주변(대체)화장실:-/출입문 폭 105cm,대변기~정면 110cm,대변기~벽 우 30cm 좌 63cm",❶ 주차장 ~ ❷주출입문 ~ ❸매표소 ~ ❹ ‘Entrance’ 입간판. 플로워 미디어 아트 관람시작 ~ ❺워터 폴 미디어 아트 ~ ❻가든 미디어 아트 ~ ❼⓭나이트사파리&문 아트 ~ ❽웨이브 미디어 아트 ~ ❿웜홀 미디어 아트 ~ ⓫비치 미디어 아트 ~ ⓬정글 미디어 아트 ~ 티 바 ~ 출구 ~ 관람로 끝.,,,"10:00 – 20:00(입장마감 19:00), 연중무휴","성인 15,000, 청소년 12,000원, 어린이 10,000원","수동휠체어:2, 유아차:2",,,,"전체 편평한 실내 관람로로 되어있다. STAR 전시아트 공간에서만 유리바닥으로 안전상 출입이 제한된다.  ,휠체어 이용자 또한 관람로 따라 관람이 편하다.,시각장애인을 위한 시각안내표시 점자블록은 주차장에서부터 주출입구까지 만 있으며 연속적 유도표시 선형블록과 출입문 앞 점형블록이 있다."
용수포구,제주특별자치도 제주시 한경면 용수리에 있는 어촌정주어항으로 전형적인 어촌마을의 소규모 어항으로 20척 미만의 어선이 정박하는 항구이다. 용수리포구 또는 용수포구로 더 많이 알려져 있으며 특히 일몰시 포구를 따라 차귀도와 와도(누운섬)의 풍광이 매우 아름다워 관광객들에게 많은 사랑을 받고 있다.,제주특별자치도 제주시 한경면 용수1길,33.3222155,126.1727875,,용수포구에는 주차구역 표시가 되어 있는 주차장과 장애인 주차구역은 없으나 공터가 있어 주차장으로 이용 중이다.,"장애인 화장실: 있음, 구분: 남여구분, 위치: 성김대건표착기념관 뒤편, 주변(대체)화장실:-/출입문 폭 80cm/미닫이","용수포구 공터 주차장에서 출발 – 차귀도방향으로 진행(와도, 차귀도조망) – 용수마을 방사탑 2호 – 정자가 있는 쉼터(반환) – 용수포구 – 차귀도 요트사무실 – 용수포구 등대(반환) – 용수포구 공터 주차장",,,연중무휴,없음,없음,없음,,,"용수포구 산책로는 바닥 면이 포장도로로 되어 있고, 높낮이가 평탄해서 보장구 이용자의 이동시 접근성이 좋다. 하지만 등대로 진입 시 내리막 9도/12m, 중간에 패임 구간이 있다. 바람이 심한 날에는 파도가 등대 가는 길을 방해할 수 있으니 또한 주의가 필요하다."
점보빌리지,점보빌리지 공연장은 건물건축 당시부터 휠체어 접근성을 고려하여 만들어진 곳으로 동남아 현지에서 볼수 있었던 코끼리를 주제로한 공연장이다. 동남아 현지조련사가 직접 공연에 출연하여 다양한 공연을 보여주며 관객이 직접참여하는 공연도 준비되어있다. 공연 후 전통의상을 차려입은 현지조련사와 코끼리를 배경으로 기념촬영을 할수 있는 포토타임등 다양한 이밴트가 있다.실내공연인 코끼리 테마쇼는 천여석의 좌석으로사계절 날씨 영향없이 공연을 볼수 있다는 장점이 있으며 휠체어 접근성이 좋고 휠체어 전용 관람석도 12석을 갖추고 있어 관람이 편리하다.,제주특별자치도 서귀포시 안덕면 평화로 319번길 31-11,33.27601,126.3050559,064-792-1233,장애인전용주차구역 4대,"장애인 화장실: 있음, 구분: 남여구분, 위치: 공연장건물내 왼쪽, 주변(대체)화장실:-/출입문 폭 85cm, 대변기~출입문 - 230cm / 대변기~ 정면 – 85cm /     대변기~벽 좌 – 23cm 우 - 91cm",주차장  -> 매표소 -> 공연장,,,"코끼리 테마쇼,연중무휴 /,하절기(4월1일 ~ 10월31일)  10시30분,13시30분,15시,16시50분 4회공연,동절기(11월1일 ~ 3월31일)  10시30분,13시30분,16시30분,3회공연,코끼리 트래킹 체험,연중무휴 / 매일 09시30분 ~ 17시30분 수시운영","코끼리 테마쇼 - 대인 15,000원/청소년 12,000원/소인 10,000원 코끼리 트래킹 체험 - 18,000원",,자동심실제세동기:1,,,"주차장에서 공연장 건물 진입시 휠체어 이용인은 건물 좌,우측 경사로 이용"
제주국제평화센터,"2005년 정부에서 제주도를 <세계평화의 섬>으로 지정하고 평화에 대한 홍보, 전시교육, 체험 등을 수행하기 위해 조성한 랜드마크 시설이다. 세계평화의 섬 이미지 구현의 구심적 역할을 수행하며, 세계의 많은 국가 정상들이 모여 평화와 상생을 교류하는 곳이다. 특히 동북아시아 중심지로서의 역할을 하는 곳이다. 제주는 천혜의 자연환경과 섬 문화를 소유한 세계적인 평화의 섬이며, 보물섬이다. 제주국제평화센터에서 미래로 도약하는 세계평화중심지의 위상을 느낄 수 있는 공간에서 소중한 시간을 가질 수 있는 공간이다. 제주국제평화센터 건물 외관은 수려하고 주 출입구에 야자수 나무가 즐비해 있어서 여행자의 마음을 설레게 한다. 제주여행 중 비가 오면 꼭 찾는 관광지며, 특히 관광약자 접근성이 좋다. 휠체어. 유아차, 엘리베이터 등 편의시설도 잘 설치되어 있다.",제주특별자치도 서귀포시 중문관광로 227-24 (중문관광단지 내) (우) 63546,33.2486522,126.4124374,064-735-6550,"장애인주차구역과 임산부 주차구역이 있으며, 전기차 충전기는 2대 충전 할 수 있도록 설치되어 있다. 바닥면은 구멍 큰 블록보드으로 되어 있다.","장애인 화장실: 있음, 구분: 남여구분, 위치: 1층 매표소 맞은편, 주변(대체)화장실:-/출입문 폭 79cm,  대변기 좌: 35cm , 우: 91cm, 대변기~ 정면 : 140cm",주차장 → 매표소 → 기획전기관 → 제1전시실 → 제2전시실 → 엘리베이터 이용 지하로 이동 →베릿내 문화 복합공간 → 제3전시실  →베릿내 문화복합공간 → 승강기 이용 1층으로 이동 → 야외전시실 → 주차장,주차장→ 매표소 → 기획전시실 → 제1전시실 → 제2전시실 → 계단을 이용하여 지하로 이동 →제3전시실 →베릿내 문화 복합공간 →  양쪽 계단 or 승강기를 이용하여 1층 이동 → 야외전시실 → 주차장,,"고정 휴무/ 매월 둘째, 넷째 월요일,            휴무일/ 1월 1일, 설날 및 추석 전. 당일","성인(20~64세)1,500원,           성인(20~64세) 단체(10인 이상)1,000원,           청소년(8~19세), 군인(하사 이하)1,000원,           청소년(8~19세), 군인(하사 이하) 단체(10인 이상)500원,           *무료 : 국가유공자, 장애인, 제주도민, 재외제주도민","수동휠체어:2, 유아차:4","자동심실제세동:1, 전동휠체어 급속 충전기:1",,,"제주국제평화센터는 대체로 관광약자에게 접근성이 좋은 관광지다. 보조기기 이용인은 1층 관람 후, 다음 제3 전시관으로 이동 시 매표소 앞에 있는 양문형 승강기를 이용하여 갈 수 있다."
제주아리랑공연장,"아리랑공연 혼은 2018년 평창동계올림픽 정식 초청작품으로 공연할만큼 뛰어난 예술미를 자랑하며 한국무용,두드림공연,태권뮤지컬이 결합된 작품으로 다양한 한국적인 문화요소를 융합해서 전통적이고 독특한 문화공연을 보여준다.전체 930석의 실내공연장으로 계절과 날씨에 관계없이 사계절 관람이 가능하다.",제주특별자치도 서귀포시 표선면 번영로2564-21,33.4029137,126.7789058,064-787-2258,장애인전용주차구역 4대,"장애인 화장실: 있음, 구분: 남여구분, 위치: 공연장 외부 왼쪽, 주변(대체)화장실:-/출입문 폭 84cm, 대변기~출입문 - 145cm / 대변기~ 정면 – 33cm /     대변기~벽 좌 – 26cm 우 - 95cm",주차장  -> 매표소 -> 공연장,,,"아리랑 공연 혼,연중무휴 / 매일 09시40분,11시,14시30분 3회공연,낙타 트래킹 체험,연중무휴 / 매일 09시 ~ 17시30분 수시운영","아리랑공연 혼 - 성인 20,000원/청소년 18,000원/소인 15,000원 낙타 트래킹 체험 - 15,000원",없음,없음,,,공연장입장시 계단이 있어 휠체어 이용인은 경사로를 이용 입장해야한다. 길이 5m 오르막경사 13도의 짧은구간 이지만 보조기기 이용인은 동행인의 도움이 필요할수 있다. 휠체어 전용 관람석은 없다.
제주자연생태공원,"편백나무, 삼나무, 상수리나무류 등이 우거진 숲. 편안히 산책할 수 있는 궁대오름을 기반으로 조성한 생태공원에서 보기 쉽지 않은 독수리가 있는 맹금류 관찰장, 노루가 뛰고 노는 관찰장, 우리나라에서 멸종위기의 보호 받는 반달가슴곰 등 보호하고 사육하는 모습을 관찰할 수 있다. 더불어 이 곳 지대에서 바로 보는 성산일출봉, 우도, 그리고 오름들은 멋진 장관을 이룬다. 아무래도 날씨에 따라 방문 주의가 필요하겠지만 오름의 억새를 보고자 한다면 가을에, 넓은 공원의 메밀밭과 유채꽃밭을 보고자 한다면 봄에 방문도 좋다. ",서귀포시 성산읍 금백조로 446,33.4401361,126.8237773,064-787-4711,생태공원 내의 무료 주차장 있으며 장애인주차구역 없으나 넓게 조성되어 있다. 전기충전기가 설치되어 있다.,"장애인 화장실: 있음, 구분: 남여구분, 위치: 해설대기소 건물, 주출입구 진입 전, 주변(대체)화장실:-/출입문 폭 83cm / 대변기~출입문 105cm / 대변기~우측 공간 27cm 좌 측공간 18cm","❶주차장 ~ ❷해설대기소 ~ ❸주출입구  ~ ❹맹금류 관찰장 ~ ❻온실 ~ ❼ 노루 관찰장 ~ ❽전망대 ~ ❾메밀밭•유채꽃밭 ~ 회귀 반환하여 관람 종료, ",,,"10:00 ~ 17:00,(연중무휴 / 입장마감 : 동절기 오후4시, 하절기 오후4시30분)",없음,없음,없음,,,오름 주변 공원이지만 접근성이 좋은 편이라 전망대까지 일부 오르막 경사구간을 제 한다면 비교적 관람이 수월하다. 노면 상태가 편평하게 소소한 턱 없이 조성이 잘 되어 있다.
제주항일기념관,"척박한 불모지, 예로부터 귀향지로 유명한 제주도에서 발생한 항일 독립운동에 관한 역사적 자료를 수집하여, 보존 전시함으로써 숭고한 희생을 한 선열들의 정신과 자주 독립정신을 발전하고 계승시키고, 후세에 올바른 역사의식과 애국정신 함양을 위한 곳이다. 새로이 최첨단 시설물들로 꾸며놔서, 조형물, 벽면의 부조, 디오라마, 매직비젼, 와이드 칼라, 복제 모형, 각종 종합 그래픽 등 표현이 가능한 방법을 동원하여, 보다 입체적으로 전시를 한 곳이다. 이해력이 부족한 어린아이들도 흥미를 느끼고, 볼 수 있는 곳으로 제주지역에서 발발한 항일운동의 역사적 사실을 쉽게 알 수 있으며, 특히 보고 듣고 입체적으로 전시관을 꾸며놨다.",제주 제주시 조천읍 신북로 303 일대,33.5416465,126.6427429,064-783-2008,장애인주차장의 주차면수는 2대 동쪽 주차장,"장애인 화장실: 있음, 구분: -, 위치: 동쪽 주차장 옆 외부화장실, 주변(대체)화장실:-/출입문 폭 93cm, 대/소변기~벽 74cm(좌), 31cm(우), 145cm(정면)",항일기념관 - 애국선열추모탑 - 절규상 – 함성상 - 창열사 - 주차장,,,"매  일 09:00 ~ 18:00 (입장마감은 17:00까지),휴관일 : 1월 1일, 설날연휴 (3일), 추석연휴 (3일)",없음,"수동휠체어:3, 유아차:3","자동제세동기:1, 전동휠체어 급속충전기:1, 승강기:1",,,"장애인주차장에서 기념관까지 바닥마감, 단차 등 불편함은 없다. 우수관 주변 노후로 1~2cm의 턱이 있어서 주의가 필요하며, 항일기념관까지 약 80m 정도 되는 구간이다. 점자블럭은 전시관 외부에서부터 1층 로비에 이르기까지 매우 잘 되어있다. 1, 2층 전시장 모든 입구에 2cm의 턱이 있다."
제주해양동물박물관,"바다는 고래와 상어 물고기, 게 등 약 30만 종의 다양한 생물들이 살고 있는 생명체의 보금자리이다. 제주해양동물박물관은 바다를 사랑하는 많은 사람들과 바다생명과의 공준의 가치를 함께 나눌 수 있는 해양동물 전문박물관으로 해양동물 약 800여종 10,000여점이 전시되어 있다. 대부분 실물을 박제해 두어 실물을 보는 듯 흥미롭고 돈슨트가 있어서 전시된 해양동물의 재미있는 스토리를 들을 수 있다. 읽고 느낄 수 있는 작고 알찬 박물관으로 생동감 있는 모습을 관찰할 수 있다. 프로그램이 다양하여 퀴즈풀이, 종이접기, 색칠공부등을 놀이처럼 즐길 수 있다.",제주특별자치도 서귀포시 성산읍 서성일로 689-21,33.4296617,126.8555492,064-794-0420,"정문에서 들어가면 주 출입구에 가깝다.,장애인 주차구역 2대","장애인 화장실: 있음, 구분: 남여구분, 위치: 매표소 뒷편, 주변(대체)화장실:-/폭 92cm/ 대변기~출입문 77cm/ 좌 96cm 우 32cm",주차장- 관람로 - (물고기 동선따라 관람)- 휠체어 접근성 어려움,,,매주 수요일 휴무 / 09:00~18:00,"일반 9,000원/ 청소년 8,000원 / 어린이 7,000원  / 가족 28,000원",없음,승강기:1,,,접근성이 좋아 관광약자 이용이 편리한 관광지 이다. 물고기 동선따라 관람.
